text,label
"I feel like I have joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I am suffering from joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I have been experiencing vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"My symptoms include joint pain, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"Recently I got joint pain, vomiting, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I am showing signs of joint pain, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I feel like I have joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I am suffering from joint pain, vomiting, yellowish skin, dark urine, nausea, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I have been experiencing joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"My symptoms include joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"Recently I got itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I am showing signs of itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I feel like I have fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I am suffering from itching, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I have been experiencing itching, fatigue, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"My symptoms include itching, fatigue, lethargy, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"Recently I got itching, fatigue, lethargy, yellowish skin, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I am showing signs of itching, fatigue, lethargy, yellowish skin, dark urine, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I feel like I have itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I am suffering from itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I have been experiencing fatigue, yellowish skin, nausea, loss of appetite, and family history.",Hepatitis C
"My symptoms include fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"Recently I got yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I am showing signs of fatigue, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I feel like I have fatigue, yellowish skin, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I am suffering from fatigue, yellowish skin, nausea, yellowing of eyes, and family history.",Hepatitis C
"I have been experiencing fatigue, yellowish skin, nausea, loss of appetite, and family history.",Hepatitis C
"My symptoms include fatigue, yellowish skin, nausea, loss of appetite, and yellowing of eyes.",Hepatitis C
"Recently I got fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I am showing signs of fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I feel like I have joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I am suffering from vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I have been experiencing joint pain, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"My symptoms include joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"Recently I got joint pain, vomiting, fatigue, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I am showing signs of joint pain, vomiting, fatigue, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I feel like I have joint pain, vomiting, fatigue, yellowish skin, dark urine, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I am suffering from joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, abdominal pain, and yellowing of eyes.",Hepatitis D
"I have been experiencing joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, and yellowing of eyes.",Hepatitis D
"My symptoms include joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, and abdominal pain.",Hepatitis D
"Recently I got joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, coma, and stomach bleeding.",Hepatitis E
"I am showing signs of joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I feel like I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I am suffering from vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I have been experiencing joint pain, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"My symptoms include joint pain, vomiting, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"Recently I got joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I am showing signs of joint pain, vomiting, fatigue, high fever, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I feel like I have joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I am suffering from joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I have been experiencing vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"My symptoms include vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"Recently I got yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I am showing signs of vomiting, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I feel like I have vomiting, yellowish skin, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I am suffering from vomiting, yellowish skin, abdominal pain, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I have been experiencing vomiting, yellowish skin, abdominal pain, swelling of stomach, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"My symptoms include vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, and fluid overload.1.",Alcoholic hepatitis
"Recently I got vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, and history of alcohol consumption.",Alcoholic hepatitis
"I am showing signs of vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I feel like I have chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
